?iso2_str	?age	?val_str	?pop	?den
"IT"	2007	"37547.9"	60681514	201
"JM"	2007	"1290.6"	2847232	252
"JO"	2007	"2072.1"	6508271	68
"JP"	2007	"40261.8"	127799000	337
"KE"	2007	"27477.3"	43013341	67
"KG"	2007	"3968.4"	5550239	27
"KH"	2007	"35210.799999999996"	14805358	82
"KP"	2007	"18611.3"	24051218	198
"KR"	2007	"31983.699999999997"	48875000	491
"KW"	2007	"12441.7"	3566437	200
"KZ"	2007	"67542.2"	16600000	6
"LB"	2007	"1127.3999999999999"	4224000	404
"LK"	2007	"11630.9"	20860000	309
"LT"	2007	"5052.2"	3187176	50
"LU"	2007	"1235.7"	509074	194
"LV"	2007	"3227.3999999999996"	2217053	34
"MA"	2007	"11777.6"	32545170	72
"MD"	2007	"3415.0"	3559500	122
"MK"	2007	"1369.3"	2055004	82
"MM"	2007	"79130.70000000001"	60280000	74
"MT"	2007	"235.4"	452515	1307
"MZ"	2007	"9772.4"	22894000	29
"NG"	2007	"88021.4"	170123740	184
"NI"	2007	"6361.4"	5891199	42
"NP"	2007	"23512.1"	29331000	199
"NZ"	2007	"28133.0"	4422700	17
"PE"	2007	"18942.9"	29496000	23
"PK"	2007	"155236.3"	177100000	214
"PL"	2007	"65452.5"	38186860	120
"PT"	2007	"12600.5"	10578776	115
"PY"	2007	"15930.7"	6454548	14
"RU"	2007	"533546.0"	143030106	8
"SA"	2007	"60310.200000000004"	27136977	12
"SI"	2007	"2901.7"	2050189	101
"SK"	2007	"3984.7000000000003"	5445324	111
"SN"	2007	"9732.900000000001"	12855153	65
"SV"	2007	"2992.2"	6134000	342
"SY"	2007	"12532.1"	22530746	118
"TG"	2007	"5237.9"	6619000	117
"TH"	2007	"104410.5"	667201532	132
"TJ"	2007	"4942.8"	7616000	49
"TM"	2007	"26545.899999999998"	5110000	11
"TN"	2007	"7497.3"	10732900	63
"TR"	2007	"77306.9"	74724269	97
"TT"	2007	"14499.1"	1227505	254
"TZ"	2007	"27445.1"	43188000	46
"UA"	2007	"68397.59999999999"	45888000	77
"UY"	2007	"19165.199999999997"	3318535	19
"UZ"	2007	"46862.1"	29559100	61
"VE"	2007	"57072.299999999996"	27150	30
"VN"	2007	"111337.5"	91519289	259
"YE"	2007	"8764.699999999999"	25130000	45
"ZA"	2007	"65311.3"	48810427	41
"ZM"	2007	"6422.9000000000015"	12935000	17
"ZW"	2007	"8420.5"	12521000	26
